,Unnamed: 0,QId,QPostTypeId,QAcceptedAnswerId,QOwnerUserId,QAnswerCount,QCommentCount,QFavoriteCount,QCommunityOwnedDate,QCreationDate,QScore,QViewCount,QTitle,QBody,QTags,QStackTrace,Webpack,React,Express,Vue,Jest,Moment,Lodash
10032,10032,40108051,1,40109570,3647991,2.0,2.0,0.0,0.0,2016-10-18T12:17:36.987,3.0,780.0,Where to get @types for single lodash package?,"<p>I need one function from lodash - assignin. I installed <code>lodash.assignin</code> and imported it in my project:</p>

<pre><code>import assignIn = require('lodash.assignin');
</code></pre>

<p>But after compilation there is an error: ""error TS2307: Cannot find module 'lodash.assignin'"".</p>

<p>I understand that I need typings for <code>lodash.assignin</code> package, but unfortunately there is only <code>lodash/assignin</code> type in <code>@types/lodash</code>.</p>

<p>I don't want install whole lodash package for just one of its function, so does lodash have typings for their single packages?</p>
",<javascript><typescript><npm><lodash>,0.0,0,0,0,0,0,0,1
11695,11695,42135360,1,42222293,0,2.0,0.0,0.0,0.0,2017-02-09T11:21:58.670,0.0,386.0,angular2 error in lodash js,"<p>I have tried to use lodash for datatable. Here is what I have tried:</p>

<ul>
<li><p>npm install lodash - gave cannot find package error</p></li>
<li><p>searched issue and then tried npm install --save @types/lodash</p></li>
</ul>

<p>this produced following output:</p>

<pre><code>+-- UNMET DEPENDENCY @angular/common@~2.1.0
+-- UNMET PEER DEPENDENCY @angular/compiler@2.4.6 invalid
+-- UNMET DEPENDENCY @angular/core@~2.1.0
`-- @types/lodash@4.14.52
</code></pre>

<p>which I dont understand, since my package.json has following:</p>

<pre><code>""@angular/common"": ""~2.1.0"",
""@angular/compiler"": ""~2.1.0"",
""@angular/core"": ""~2.1.0"",
</code></pre>

<ul>
<li><p>after this, IDE can find package, but when I run npm start/ng serve I get multiple errors</p>

<p>ERROR in [default] <strong>path</strong>\node_modules\@types\lodash\index.d.ts:192
81:20 
Cannot find namespace '_'.</p>

<p>ERROR in [default] <strong>path</strong>\node_modules\@types\lodash\index.d.ts:190
21:57 
Cannot find name 'Many'.</p>

<p>ERROR in [default] <strong>path</strong>\node_modules\@types\lodash\index.d.ts:194
41:0 
Declaration or statement expected.</p></li>
</ul>

<p>and first two errors repeat multiple times each, but with different number (i guess line)</p>

<p>What should i do, to solve this issue?</p>
",<node.js><angular><npm><lodash>,0.0,0,0,0,0,0,0,1
11868,11868,42333796,1,42334071,1223975,3.0,0.0,0.0,0.0,2017-02-19T22:42:40.903,9.0,12984.0,Importing individual lodash functions instead of whole lodash project,"<p>I see that importing the entire lodash library takes up quite a bit of space on disk:</p>

<pre><code>$ du . | grep lodash
1696    ./lodash/fp
5000    ./lodash
</code></pre>

<p>In my code I am just doing</p>

<pre><code>require('lodash');
</code></pre>

<p>and my package.json just looks like:</p>

<pre><code>""dependencies"": {
   ...
   ""lodash"": ""^4.6.1"",
   ...
}
</code></pre>

<p>Note that this is for a backend project only, not for web, if that makes a difference.</p>

<p>So my question is - what is the latest way of just importing a slice of lodash (just the functions I need) without importing the whole damn thing?</p>

<p>It looks like here are some answers:</p>

<p><a href=""https://gist.github.com/callumlocke/bbfc524eaed6b3556dab"" rel=""noreferrer"">https://gist.github.com/callumlocke/bbfc524eaed6b3556dab</a></p>

<p>My guess is that I should be using the dot syntax for my backend project:</p>

<pre><code>""dependencies"": {
   ...
   ""lodash.X"": ""^4.6.1"",
   ...
}
</code></pre>

<p>and then import it like so:</p>

<pre><code> require('lodash.X');
</code></pre>
",<node.js><npm><underscore.js><lodash><npm-install>,0.0,0,0,0,0,0,0,1
11874,11874,42342978,1,42344437,7576144,2.0,2.0,0.0,0.0,2017-02-20T11:09:55.027,3.0,1908.0,NPM - Cannot find name 'Many' and Cannot find namespace '_' from lodash library,"<p>I'm trying to use lodash in my angular2 project.</p>

<pre><code>$ npm install --save lodash

$ npm install --save @types/lodash
</code></pre>

<p>I got this warning messages from installing lodash
<a href=""https://i.stack.imgur.com/bz9aN.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/bz9aN.png"" alt=""enter image description here""></a></p>

<p>And this one for the types
<a href=""https://i.stack.imgur.com/OtkCp.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/OtkCp.png"" alt=""enter image description here""></a></p>

<p>I ignored those warning messages and continue. Now in my component, I added this line..</p>

<pre><code>import * as _ from 'lodash';
</code></pre>

<p>when the app starts to compile I get this errors in my console:</p>

<pre><code>ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:244:12
Duplicate identifier '_'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:244:15
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:246:24
Cannot find name 'Partial'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:248:18
Duplicate identifier '_'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:366:38
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:2083:23
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5585:43
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5592:43
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5599:43
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5606:43
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5639:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5648:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5655:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5662:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5671:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5678:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5685:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5694:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5701:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5708:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5717:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5724:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:5731:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:8
A computed property name must be of type 'string', 'number', 'symbol', or 'any'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:9
Cannot find name 'P'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:14
Cannot find name 'keyof'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:20
']' expected.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:20
Cannot find name 'T'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:21
';' expected.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:22
Declaration or statement expected.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:25
A parameter initializer is only allowed in a function or constructor implementation.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:30
Cannot find name 'T'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:32
']' expected.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:33
')' expected.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:34
Declaration or statement expected.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:36
Declaration or statement expected.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11444:39
Cannot find name 'boolean'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11453:28
Cannot find name 'ConformsPredicateObject'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:11464:41
Cannot find name 'ConformsPredicateObject'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15394:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15403:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15436:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15445:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15480:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15489:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15522:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15531:11
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15564:21
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15571:21
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15604:23
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15611:23
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15627:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15636:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15646:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15656:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15666:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15676:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15686:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15696:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15731:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15739:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15746:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15778:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15786:20
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15793:20
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15856:20
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15856:36
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:15872:20
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16533:32
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16543:32
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16553:32
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16622:32
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16631:32
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16640:32
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16700:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16709:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16719:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16729:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16739:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16749:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16759:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16769:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16788:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16797:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16806:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16816:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16824:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16834:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16842:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16864:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16874:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16884:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16895:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16904:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16915:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:16924:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17081:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17089:20
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17096:20
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17112:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17121:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17130:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17139:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17149:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17157:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17167:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17175:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:17926:38
Cannot find name 'TemplateSettings'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18546:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18554:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18676:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18684:18
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18693:46
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18702:46
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18818:30
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18855:42
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18862:42
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18869:42
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18876:42
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18883:42
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18895:39
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18902:39
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18909:39
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18916:39
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18923:39
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18935:38
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18942:38
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18949:38
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18956:38
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18963:38
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:18974:38
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:19014:52
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:19021:57
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:19028:57
Cannot find name 'Many'.

    ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:19188:21
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:19212:21
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:19235:22
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:19258:22
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:19281:20
Cannot find namespace '_'.

ERROR in [default] /path/to/project/node_modules/@types/lodash/index.d.ts:19441:0
Declaration or statement expected.
</code></pre>

<p><strong><code>package.json</code></strong></p>

<pre><code>{
  ""name"": ""final-project"",
  ""version"": ""0.0.0"",
  ""license"": ""MIT"",
  ""angular-cli"": {},
  ""scripts"": {
    ""start"": ""ng serve"",
    ""lint"": ""tslint \""src/**/*.ts\"""",
    ""test"": ""ng test"",
    ""pree2e"": ""webdriver-manager update"",
    ""e2e"": ""protractor"",
    ""populate-db"": ""./node_modules/.bin/ts-node ./populate-db.ts"",
    ""batch-server"": ""./node_modules/.bin/ts-node ./batch-server.ts""
  },
  ""private"": true,
  ""dependencies"": {
    ""@angular/common"": ""2.0.1"",
    ""@angular/compiler"": ""2.0.1"",
    ""@angular/core"": ""2.0.1"",
    ""@angular/forms"": ""2.0.1"",
    ""@angular/http"": ""2.0.1"",
    ""@angular/platform-browser"": ""2.0.1"",
    ""@angular/platform-browser-dynamic"": ""2.0.1"",
    ""@angular/router"": ""3.0.0"",
    ""@types/lodash"": ""^4.14.52"",
    ""@types/request"": ""0.0.30"",
    ""angularfire2"": ""^2.0.0-beta.8"",
    ""core-js"": ""^2.4.0"",
    ""firebase"": ""^3.6.9"",
    ""firebase-queue"": ""^1.5.0"",
    ""lodash"": ""^4.17.4"",
    ""rxjs"": ""5.0.0-beta.12"",
    ""ts-helpers"": ""^1.1.1"",
    ""zone.js"": ""^0.6.21""
  },
  ""devDependencies"": {
    ""@types/jasmine"": ""^2.2.30"",
    ""angular-cli"": ""1.0.0-beta.16"",
    ""codelyzer"": ""~0.0.26"",
    ""jasmine-core"": ""2.4.1"",
    ""jasmine-spec-reporter"": ""2.5.0"",
    ""karma"": ""0.13.22"",
    ""karma-chrome-launcher"": ""0.2.3"",
    ""karma-jasmine"": ""0.3.8"",
    ""karma-remap-istanbul"": ""^0.2.1"",
    ""protractor"": ""4.0.3"",
    ""ts-node"": ""^1.2.1"",
    ""tslint"": ""3.13.0"",
    ""typescript"": ""2.0.10""
  }
}
</code></pre>

<p>Am I missing something here? Do I need to meet the PEER DEPENDENCIES? How?</p>
",<angular><typescript><npm><lodash><npm-install>,0.0,0,0,0,0,0,0,1
12977,12977,43737780,1,0,2056779,1.0,4.0,0.0,0.0,2017-05-02T12:21:36.893,1.0,422.0,Lodash doesn't work with NPM,"<p>I get an issue using <code>lodash</code> with <code>NPM</code>.</p>

<p>My code :</p>

<pre><code>var _ = require('lodash');
console.log(_.chunk(['1','2','3','4'], 3));
</code></pre>

<p>Response : <code>_.chunk is not a function</code></p>

<p>Lodash version : <code>latest : 4.17.4</code></p>
",<node.js><npm><lodash>,0.0,0,0,0,0,0,0,1
15019,15019,45916068,1,0,5546613,1.0,4.0,0.0,0.0,2017-08-28T09:44:14.640,0.0,212.0,npm lodash build issues in angular,"<p>Am trying to build my project and getting many issues related to lodash </p>

<p>I have typescript version 2.0.10 and  ""@types/lodash"": ""^4.14.65""</p>

<p>I have tried replacing 4.14.65 to  ""@types/lodash"": ""ts2.0"" as suggested in one of the Git hub issues. Still facing this issue. Any help?  </p>

<p>The following is the screenshot </p>

<p><a href=""https://i.stack.imgur.com/ReFdK.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ReFdK.png"" alt=""enter image description here""></a></p>
",<angular><typescript><npm><lodash><node-modules>,0.0,0,0,0,0,0,0,1
15400,15400,46297777,1,46299612,756439,1.0,2.0,0.0,0.0,2017-09-19T10:12:23.047,1.0,538.0,Why can't I use lodash's remove() function?,"<p>I'm using Laravel 5.5.  I've run <code>npm install</code> and <code>npm run dev</code> and generally I have a good working environment with running Javascript, but I've been caught out while trying to use lodash's <code>remove()</code> function to remove an element from an array.</p>

<pre><code>var array = [1, 2, 3, 4];
var evens = _.remove(array, function(n) {
    return n % 2 == 0;
});
</code></pre>

<p>The above code produces the following error:</p>

<pre><code>TypeError: _.remove is not a function
</code></pre>

<p>Lodash is loaded in <code>resources/assets/js/bootstrap.js</code>.</p>

<pre><code>window._ = require('lodash');
</code></pre>

<p>Other lodash methods works fine.</p>

<pre><code>_.each([1, 2], function(n) {
    console.log(n);
});
</code></pre>

<p>Any idea why I can't use <code>.remove()</code>?</p>
",<php><npm><lodash><laravel-5.5>,0.0,0,0,0,0,0,0,1
15536,15536,46440450,1,46452102,467859,1.0,3.0,0.0,0.0,2017-09-27T05:57:32.247,3.0,331.0,How does lodash have a build script that resides in a directory that isn't in the repository?,"<p>I'm trying to discover best practices for building a library and looking through famous library code. I looked at <a href=""https://github.com/lodash/lodash/blob/master/package.json"" rel=""nofollow noreferrer"">lodash</a> and saw that the build scripts all reference a <code>lib</code> directory that doesn't exist. If I clone this repository, how can it build if these files don't exist in the repository?</p>
",<javascript><npm><lodash>,0.0,0,0,0,0,0,0,1
16921,16921,47890992,1,47891735,4127551,1.0,0.0,0.0,0.0,2017-12-19T16:16:11.053,0.0,355.0,Why require(lodash) retrieve an out-of-date version?,"<p>I have installed node on my Android phone via Termux and have recently upgraded lodash globally to v4</p>

<pre><code>$ npm -v
5.6.0

$ node -v
v8.9.2

$ npm i -g lodash
+ lodash@4.17.4

$ head -1 $NODE_PATH/lodash/README.md
# lodash v4.17.4 
</code></pre>

<p>However when I require it, node gives me version 3.</p>

<pre><code>$ node 
&gt; require('lodash')
  ...
  VERSION: '3.10.1'
</code></pre>

<p>I don't have a node_modules folder where I did that require. Does any one know why this strange behavior occurs and how to fix it? Many thanks</p>
",<node.js><npm><lodash><termux>,0.0,0,0,0,0,0,0,1
17481,17481,48437047,1,0,8806908,0.0,8.0,0.0,0.0,2018-01-25T06:43:20.497,1.0,2769.0,Cannot find module 'lodash/isEmpty',"<p>Got an error after doing npm start</p>

<p>Error:- <a href=""https://gist.github.com/anonymous/72b80088aca1e939da5760bee6b39570"" rel=""nofollow noreferrer"">https://gist.github.com/anonymous/72b80088aca1e939da5760bee6b39570</a></p>

<p>Things I did:-
1- I removed lodash folder from node_modules folder, then I cleared the cache using npm cache clear. After that I did npm install, as lodash was present in package.json. But I am getting the same error</p>

<p>2- Then used node version 8.0.0, got same error</p>

<p>3- I've used 'require' to import lodash/isEmpty. So, I don't there is any spelling mistake.</p>

<p>4- I've already checked the presence of isEmpty.js file inside lodash folder, under node_modules directory. And it's there.</p>

<p>Update:- I removed the node_module folder and then I removed the cache using npm cache clean. After that I did npm install. But I am still getting the same error.</p>
",<npm><lodash>,0.0,0,0,0,0,0,0,1
