,Unnamed: 0,QId,QPostTypeId,QAcceptedAnswerId,QOwnerUserId,QAnswerCount,QCommentCount,QFavoriteCount,QCommunityOwnedDate,QCreationDate,QScore,QViewCount,QTitle,QBody,QTags,QStackTrace,Webpack,React,Express,Vue,Jest,Moment,Lodash,Asynchronous,Axios
37392,36864,66329678,1,66332038,9123652,1.0,0.0,0.0,0.0,2021-02-23T08:38:04.130,0.0,321.0,Vue CLI + Axios TypeError: XX is not a function,"<p>I'm new to Vue.js, and I'm trying to create a Vue CLI, with a HTTP client through Axios.</p>
<p>I found <a href=""https://enetoolveda.medium.com/how-to-use-axios-typescript-like-a-pro-7c882f71e34a"" rel=""nofollow noreferrer"">this useful setup</a>, as the project I'm making is going to be rather large, and I want it to be reusable as a template. I updated it a bit to fit current versions, but (most likely) not in a way that would cause this error.</p>
<p>I made a service, extending from the API class in mention:</p>
<pre><code>import { AxiosRequestConfig, AxiosResponse } from 'axios';
import { apiConfig } from './config/api.config';
import { Api } from './superclasses/api';

const api = '/portals';

export class PortalService extends Api {
  constructor(config: AxiosRequestConfig) {
    super(config);
  }

  public async getPortals(): Promise&lt;AxiosResponse&lt;Portal[]&gt;&gt; {
    return await this.get&lt;Portal, AxiosResponse&lt;Portal[]&gt;&gt;(api);

    // return this.success(portals);
  }
}

export const portalService = new PortalService(apiConfig);
</code></pre>
<p><strong>My problem is</strong> when I use the portalService in a vue context. It does not recognize it as a class.</p>
<p>I have the following vue file, <code>PortalsList.vue</code>:</p>
<pre><code>&lt;template&gt;
  &lt;div class=&quot;container&quot;&gt;
    &lt;h2&gt;Portals&lt;/h2&gt;
    &lt;button @click=&quot;getPortals()&quot;&gt;Get portals&lt;/button&gt;
    &lt;table v-if=&quot;portals&quot; class=&quot;table table-bordered&quot;&gt;
      &lt;thead&gt;
        &lt;tr&gt;
          &lt;th&gt;Portal Id&lt;/th&gt;
          &lt;th&gt;Name&lt;/th&gt;
          &lt;th&gt;Domain&lt;/th&gt;
          &lt;th&gt;File Domain&lt;/th&gt;
        &lt;/tr&gt;
      &lt;/thead&gt;
      &lt;tbody&gt;
        &lt;tr v-for=&quot;item in portals&quot; :key=&quot;item.id&quot;&gt;
          &lt;td&gt;{{ item.id }}&lt;/td&gt;
          &lt;td&gt;{{ item.name }}&lt;/td&gt;
          &lt;td&gt;{{ item.domain }}&lt;/td&gt;
          &lt;td&gt;{{ item.fileDomain }}&lt;/td&gt;
        &lt;/tr&gt;
      &lt;/tbody&gt;
    &lt;/table&gt;
  &lt;/div&gt;
&lt;/template&gt;

&lt;script lang=&quot;ts&quot;&gt;
import { Component, Vue } from 'vue-property-decorator';
import { Portal } from '@/interfaces/portal';
import { portalService } from '@/services/portalService';

@Component
export default class PortalsList extends Vue {
  private portals: Portal[] = [];

  public async getPortals() {

    const response = await portalService.getPortals();
    this.portals = response.data;
  }
}
&lt;/script&gt;
</code></pre>
<p>When I press the &quot;Get Portals&quot;-button, I get the following error in the console:</p>
<p><a href=""https://i.stack.imgur.com/JVfJl.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/JVfJl.png"" alt=""Console errors"" /></a></p>
<p>I know I have a lot to learn still, and that there are loads of information to find, but I simply couldn't find a proper solution for my problem, which has brought me here.</p>
",<typescript><rest><vue.js><npm><axios>,0.0,0,0,0,1,0,0,0,0,1
37715,37187,66559260,1,66559309,14246689,1.0,2.0,0.0,0.0,2021-03-10T06:09:26.830,0.0,569.0,Why do I get an error while trying to install axios?,"<p>I am trying to install axios to use on my project via this command:</p>
<pre><code>npm install axios
</code></pre>
<p>However, I keep getting the following error:</p>
<pre><code>npm ERR! Unexpected end of JSON input while parsing near '...devDependencies&quot;:{&quot;co'

npm ERR! A complete log of this run can be found in:
npm ERR!     /home/kelvin/.npm/_logs/2021-03-10T05_51_34_276Z-debug.log
</code></pre>
<p>What could be the problem?</p>
",<javascript><npm><axios>,0.0,0,0,0,0,0,0,0,0,1
37795,37267,66614220,1,66614507,3364001,1.0,0.0,0.0,0.0,2021-03-13T13:45:01.993,0.0,284.0,Npm configure axios,"<p>How I can set baseUrl for axios using npm param?</p>
<p>I would like to write command like this <code>npm run build --baseUrl={url address}</code> and in axios config set baseURL param to param from command.</p>
<p>It is possible ?</p>
",<javascript><vue.js><npm><axios>,0.0,0,0,0,1,0,0,0,0,1
38209,37681,66969567,1,0,15539717,1.0,0.0,0.0,0.0,2021-04-06T13:25:03.733,-1.0,1159.0,I'm facing problem while installing axios using the command npm install axios in my terminal. … but not installing …,"<pre class=""lang-none prettyprint-override""><code>$ npm install axios
npm WARN saveError ENOENT: no such file or directory, open 'C:\Users\User\package.json'
npm WARN enoent ENOENT: no such file or directory, open 'C:\Users\User\package.json'
npm WARN @babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining@7.13.12 requires a peer of @babel/core@^7.13.0 but none is installed. You must install peer dependencies yourself.
npm WARN tsutils@3.21.0 requires a peer of typescript@&gt;=2.8.0 || &gt;= 3.2.0-dev || &gt;= 3.3.0-dev || &gt;= 3.4.0-dev || &gt;= 3.5.0-dev || &gt;= 3.6.0-dev || &gt;= 3.6.0-beta || &gt;= 3.7.0-dev || &gt;= 3.7.0-beta but none is installed. You must install peer dependencies yourself.
npm WARN User No description
npm WARN User No repository field.
npm WARN User No README data
npm WARN User No license field.
npm WARN optional SKIPPING OPTIONAL DEPENDENCY: fsevents@1.2.13 (node_modules\fetch\node_modules\webpack-dev-server\node_modules\fsevents):
npm WARN notsup SKIPPING OPTIONAL DEPENDENCY: Unsupported platform for fsevents@1.2.13: wanted {&quot;os&quot;:&quot;darwin&quot;,&quot;arch&quot;:&quot;any&quot;} (current: {&quot;os&quot;:&quot;win32&quot;,&quot;arch&quot;:&quot;x64&quot;})
npm WARN optional SKIPPING OPTIONAL DEPENDENCY: fsevents@1.2.13 (node_modules\fetch\node_modules\watchpack-chokidar2\node_modules\fsevents):
npm WARN notsup SKIPPING OPTIONAL DEPENDENCY: Unsupported platform for fsevents@1.2.13: wanted {&quot;os&quot;:&quot;darwin&quot;,&quot;arch&quot;:&quot;any&quot;} (current: {&quot;os&quot;:&quot;win32&quot;,&quot;arch&quot;:&quot;x64&quot;})
npm WARN optional SKIPPING OPTIONAL DEPENDENCY: fsevents@2.3.2 (node_modules\fsevents):
npm WARN notsup SKIPPING OPTIONAL DEPENDENCY: Unsupported platform for fsevents@2.3.2: wanted {&quot;os&quot;:&quot;darwin&quot;,&quot;arch&quot;:&quot;any&quot;} (current: {&quot;os&quot;:&quot;win32&quot;,&quot;arch&quot;:&quot;x64&quot;})

+ axios@0.21.1
updated 1 package and audited 2040 packages in 67.534s

135 packages are looking for funding
  run `npm fund` for details

found 0 vulnerabilities
</code></pre>
",<npm><axios>,0.0,0,0,0,0,0,0,0,0,1
38519,37991,67265015,1,0,11882174,1.0,5.0,0.0,0.0,2021-04-26T10:31:36.097,0.0,628.0,How do I import Axios into main.js in Vue?,"<p>I seem to not be able to use axios in my vue project as it's saying that 'axios' is not defined when I try using <code>axios.get()</code> in my file for <strong>Home.vue</strong>. Am I doing something wrong in main.js where I configure it? Or am I missing something that needs to be added? Below is my code for <code>main.js</code> and it shows how I'm adding axios to my project.</p>
<pre><code>import Vue from 'vue';
import GSignInButton from 'vue-google-signin-button';
import ElementUI from 'element-ui';
import axios from 'axios';
import './assets/element-variables.scss';
import locale from 'element-ui/lib/locale/lang/en';
import App from './App.vue';
import router from './router';
import store from './store';

Vue.config.productionTip = false;
Vue.use(ElementUI, { locale });
Vue.use(GSignInButton);
Vue.use(axios);
Vue.use(ElementUI);

new Vue({
  router,
  store,
  render: (h) =&gt; h(App),
}).$mount('#app');
</code></pre>
<p><strong>Edit:</strong> The solution for this issue for me was to install a vue plugin called vue-axios and follow the steps to configure here: <a href=""https://www.npmjs.com/package/vue-axios"" rel=""nofollow noreferrer"">https://www.npmjs.com/package/vue-axios</a></p>
",<javascript><vue.js><npm><import><axios>,0.0,0,0,0,1,0,0,0,0,1
38529,38001,67272123,1,0,11897579,0.0,7.0,0.0,0.0,2021-04-26T18:42:35.227,1.0,178.0,Unexpected delay in API response time on Node server,"<p>I am working on a chat bot which uses node as its backend server. So, to respond back to user's query, I have to make some other api call which are taking long to respond which causes delay in providing response to the user.</p>
<p>My problem is whenever i call a third-party api from node server it's response time is around 500-900ms whereas Postman gives back the same response in 80-120ms.</p>
<p>I have tried using following modules, but all of them give almost same response time:</p>
<ul>
<li>request</li>
<li>axios</li>
<li>https</li>
</ul>
<p>How to achieve the same response time which i am getting in the Postman?</p>
",<node.js><npm><https><axios><request>,0.0,0,0,0,0,0,0,0,0,1
38542,38014,67280111,1,0,9645594,0.0,0.0,0.0,0.0,2021-04-27T09:08:09.660,2.0,3407.0,Axios can't find isAxiosError.js,"<p>I can't seem to correct this error and I'm hoping someone has some insights into some other areas I can be checking. I know it means that the file can't but found but it is definitely is there.</p>
<pre><code>Error: ENOENT: no such file or directory, open '/var/www/html/node_modules/axios/lib/helpers/isAxiosError.js'
</code></pre>
<p>Running <code>cat /var/www/html/node_modules/axios/lib/helpers/isAxiosError.js</code> returns the file is there.</p>
<pre><code>cat /var/www/html/node_modules/axios/lib/helpers/isAxiosError.js
'use strict';

/**
 * Determines whether the payload is an error thrown by Axios
 *
 * @param {*} payload The value to test
 * @returns {boolean} True if the payload is an error thrown by Axios, otherwise false
 */
module.exports = function isAxiosError(payload) {
  return (typeof payload === 'object') &amp;&amp; (payload.isAxiosError === true);
};
</code></pre>
<p>I've gone through a range of NPM commands but nothing is working:</p>
<pre><code>npm uninstall axios
npm cache clean --force
npm install axios
rm -rf node_modules &amp;&amp; npm install
</code></pre>
<p>Mix is successfully compiling the files required and throwing no errors. Any help would be appreciated.</p>
<p>NPM7, Node v15.7.0</p>
",<node.js><laravel><npm><axios><laravel-mix>,0.0,0,0,0,0,0,0,0,0,1
38599,38071,67339050,1,0,15593126,0.0,0.0,0.0,0.0,2021-04-30T18:48:13.843,1.0,101.0,"./node_modules/axios/lib/helpers/cookies.js Error: EPERM: operation not permitted, read","<p>I'm trying to simply use an api but it's giving me this error. I've tried all possible solutions out there still nothing.</p>
<p>im running this as admin and it's windows 10
firewall antivirus is off
tired uninstalling and installing npm
tried npm cache clean --force command too
tired deselecting read-only if node_modules property.</p>
<pre><code>import React, { Component } from &quot;react&quot;;
import Clarifai from &quot;clarifai&quot;;
import ImageSearchForm from &quot;./components/ImageSearchForm/ImageSearchForm&quot;;
import FaceDetect from &quot;./components/FaceDetect/FaceDetect&quot;;
import &quot;./App.css&quot;;

// You need to add your own API key here from Clarifai.
const app = new Clarifai.App({
  apiKey: &quot;My api xxx&quot;,
});

class App extends Component {
  constructor() {
    super();
    this.state = {
      input: &quot;&quot;,
      imageUrl: &quot;&quot;,
      box: {},
    };
  }

  calculateFaceLocation = (data) =&gt; {
    const clarifaiFace =
      data.outputs[0].data.regions[0].region_info.bounding_box;
    const image = document.getElementById(&quot;inputimage&quot;);
    const width = Number(image.width);
    const height = Number(image.height);
    return {
      leftCol: clarifaiFace.left_col * width,
      topRow: clarifaiFace.top_row * height,
      rightCol: width - clarifaiFace.right_col * width,
      bottomRow: height - clarifaiFace.bottom_row * height,
    };
  };

  displayFaceBox = (box) =&gt; {
    this.setState({ box: box });
  };

  onInputChange = (event) =&gt; {
    this.setState({ input: event.target.value });
  };

  onSubmit = () =&gt; {
    this.setState({ imageUrl: this.state.input });
    app.models
      .predict(Clarifai.FACE_DETECT_MODEL, this.state.input)
      .then((response) =&gt;
        this.displayFaceBox(this.calculateFaceLocation(response))
      )
      .catch((err) =&gt; console.log(err));
  };

  render() {
    return (
      &lt;div className=&quot;App&quot;&gt;
        &lt;ImageSearchForm
          onInputChange={this.onInputChange}
          onSubmit={this.onSubmit}
        /&gt;
        &lt;FaceDetect box={this.state.box} imageUrl={this.state.imageUrl} /&gt;
      &lt;/div&gt;
    );
  }
}

export default App;
</code></pre>
",<javascript><node.js><reactjs><npm><axios>,0.0,0,0,0,0,0,0,0,0,1
39358,38830,67925021,1,0,9096452,0.0,3.0,0.0,0.0,2021-06-10T16:22:19.953,0.0,220.0,Axios + Vue + ag-grid-vue ... Dependency not found,"<p>So, I'm pretty new to VueJS. Integrating axios has never really been a problem on any of my other apps, but for some reasons this one just won't show up.</p>
<p>It doesn't like npm only, or CDN only, or the current implementation of CDN+npm install.</p>
<p>Hope y'all can help me out! Not really sure what the issue is, and googling hasn't been too helpful.</p>
<p>~Desired Outcome:
post via axios within vue application</p>
<p>~Current Status Error:</p>
<pre><code> ERROR  Failed to compile with 1 error 
&quot;This dependency was not found:

* https://unpkg.com/axios/dist/axios.min.js?vue&amp;type=script&amp;lang=js&amp; in ./src/App.vue

To install it, you can run: npm install --save https://unpkg.com/axios/dist/axios.min.js?vue&amp;type=script&amp;lang=js&amp;&quot;
</code></pre>
<p>~What Happened when Running Above Command in zShell:
<code>zsh: parse error near `&amp;'</code></p>
<p>~package.json file:</p>
<pre><code>  &quot;name&quot;: &quot;ag-grid&quot;,
  &quot;version&quot;: &quot;0.1.0&quot;,
  &quot;private&quot;: true,
  &quot;scripts&quot;: {
    &quot;serve&quot;: &quot;vue-cli-service serve&quot;,
    &quot;build&quot;: &quot;vue-cli-service build&quot;,
    &quot;start&quot;: &quot;App.vue&quot;
  },
  &quot;dependencies&quot;: {
    &quot;ag-grid-community&quot;: &quot;^25.2.1&quot;,
    &quot;ag-grid-vue&quot;: &quot;^25.2.0&quot;,
    &quot;axios&quot;: &quot;^0.21.1&quot;,
    &quot;core-js&quot;: &quot;^3.6.5&quot;,
    &quot;vue&quot;: &quot;^2.6.11&quot;,
    &quot;vue-axios&quot;: &quot;^3.2.4&quot;,
    &quot;vue-property-decorator&quot;: &quot;^8.5.1&quot;
  },
  &quot;devDependencies&quot;: {
    &quot;@vue/cli-plugin-babel&quot;: &quot;~4.5.0&quot;,
    &quot;@vue/cli-service&quot;: &quot;~4.5.0&quot;,
    &quot;node-sass&quot;: &quot;^4.12.0&quot;,
    &quot;sass-loader&quot;: &quot;^8.0.2&quot;,
    &quot;vue-template-compiler&quot;: &quot;^2.6.11&quot;
  }
}
</code></pre>
<p>~Relevant script code:</p>
<pre><code>    import { AgGridVue } from &quot;ag-grid-vue&quot;;
    import { axios } from &quot;axios&quot;;
    import { VueAxios } from &quot;vue-axios&quot;;
</code></pre>
",<javascript><vue.js><axios><npm-install><ag-grid-vue>,0.0,0,0,0,1,0,0,0,0,1
39932,39404,68383163,1,0,13016168,0.0,1.0,0.0,0.0,2021-07-14T18:08:17.917,2.0,377.0,"Uncaught TypeError: Error resolving module specifier “axios”. Relative module specifiers must start with “./”, “../” or “/”","<p>I'm simply trying to import axios on the front end of my node.js project. and I am receiving the following error:</p>
<pre><code>Uncaught TypeError: Error resolving module specifier “axios”. Relative module specifiers must start with “./”, “../” or “/”.
</code></pre>
<p>I am trying to import axios like so:</p>
<pre><code>import axios from &quot;axios&quot;;
</code></pre>
<p>I've tried using an axios CDN in my base.pug file, as well as using npm install axios.</p>
<p>here is my file structure:
public/js/index.js   &lt;--- file that is trying to import axios
views/base.pug &lt;--- file with the CDN script tag</p>
<p>i also serve up my public file to the server from my app.js file:</p>
<pre><code>app.use(express.static(path.join(__dirname, &quot;public&quot;)));
</code></pre>
<p>I know i cant use the require method from the front-end:</p>
<pre><code>const axios = require('axios');
</code></pre>
<p>I've also tried many different specifier combinations, although I shouldn't have do use those for axios.</p>
",<javascript><node.js><npm><import><axios>,0.0,0,0,0,0,0,0,0,0,1
40207,39679,68613691,1,0,16386425,1.0,0.0,0.0,0.0,2021-08-01T19:25:37.160,0.0,678.0,"npm ERR! enoent ENOENT: no such file or directory, renD:\E-commerceJs\frontend\node_modules\.axios.DELETE'","<p>I am building my e-commerce using vanilla js and webpack with npm but I keep gettin this error when I try installing axios.</p>
<p><code> npm ERR! enoent ENOENT: no such file or directory, rename 'D:\E-commerceJs\frontend\node_modules\axios' -&gt; 'D:\E-commerceJs\frontend\node_modules\.axios.DELETE'</code></p>
<p>I have deleted my package.lock.json and node modules and reinstalled. I have also tried manually adding the axios dependency in the package.json file below but nothing is working.</p>
<p><code> dependencies: { &quot;axios&quot;: &quot;^0.21.1&quot; }</code></p>
<p>What could be the problem?</p>
",<javascript><node.js><npm><axios>,0.0,0,0,0,0,0,0,0,0,1
40269,39741,68658784,1,0,135982,2.0,1.0,0.0,0.0,2021-08-04T22:50:24.397,1.0,791.0,Axios fail to install on Firebase Function with nodejs 14,"<p>I am using Firebase Functions and trying to install and use axios. when I do <code>npm install</code> to install the package as below. I have no idea why it is failing. On run time I do not see any logs etc.</p>
<p><strong>Command:</strong></p>
<pre><code>npm i axios
</code></pre>
<p><strong>I got below error:</strong></p>
<pre><code>npm WARN EBADENGINE Unsupported engine {
npm WARN EBADENGINE   package: undefined,
npm WARN EBADENGINE   required: { node: '14' },
npm WARN EBADENGINE   current: { node: 'v16.6.1', npm: '7.20.3' }
npm WARN EBADENGINE }
</code></pre>
<p>This is when I am trying it for Firebase Functions</p>
",<node.js><firebase><npm><axios><google-cloud-functions>,0.0,0,0,0,0,0,0,0,0,1
40703,39956,68825661,1,0,10922663,0.0,5.0,0.0,0.0,2021-08-18T01:43:40.160,0.0,114.0,How to run multiple mysql commands and then send response in express?,"<p>I used mevn stack to make a website. But i use mysql as my website’s database.i use axios to interact with express backend. I want to handle multiple insertions in the same request.how can i achieve it.I have no problem with axios or frontend. This is sample idea i want do</p>
<pre><code>app.post(“/api/xx”,(req,res)=&gt;{
    1 . insert document to document table
    2 get inserted id
    3 insert any number of items to document_items table
    4 After completing all insertions send a success response. Otherwise send failed response
})

</code></pre>
<p>I try to use the await keyword. But i think its not work correctly in step 3
That steps i tried like following example</p>
<pre><code>app.post(&quot;/api/eeee&quot;,(req,res)=&gt;{
    var sqls = &quot;insert into documents ( name) values (&quot;+req.body.name+&quot;)&quot;;
    connection.query(sqls,(error,result)=&gt;{
        if(error)throw error;
        var id = result.insertId;
        for(var i = 0 ; i &lt; req.items.length ; i++){
            var sqp = &quot;insert into doc_items(document,name)values(&quot;+id+&quot;,&quot;+req.items.name+&quot;);&quot;;
            con.query(sqp,(err,res)=&gt;{
              if(err) throw err;
            });
        }
        res.status(200).send();
    });
});
</code></pre>
<p>How can i insert all data and send responses in express. I think that my code is not good for my needs??</p>
",<mysql><node.js><express><npm><axios>,0.0,0,0,1,0,0,0,0,0,1
41450,40703,69409236,1,0,11483243,1.0,0.0,0.0,0.0,2021-10-01T16:30:58.453,-1.0,785.0,UncaughtType Error when using axios in Vue 3,"<p>I am trying to use axios in my Vue3 app to consume APIs. This is the script of my component:</p>
<pre><code>export default {
  name: &quot;Step2&quot;,
  data() {
    return {
      loading: true;
    };
  },
  mounted() {
    this.loading = false;
  },
  methods: {
    makeRequest() {
      console.log('Making request...')
      this.axios.get('https://jsonplaceholder.typicode.com/users').then((response) =&gt; {
        console.log(&quot;test&quot;);
      });
    }
  }
};
</code></pre>
<p>I imported axios like so:</p>
<pre><code>import axios from 'axios'
import VueAxios from 'vue-axios'
...
const app = createApp(App)
app.use(VueAxios, axios)
</code></pre>
<p>When I press the button to make the request, I always get the following error:</p>
<pre><code>Uncaught TypeError: can't convert undefined to object
    mergeConfig axios.js:1308
    request axios.js:1431
    method axios.js:1521
    wrap axios.js:7
    makeRequest Step2.vue:77
    0 Step2.vue:28
    ...
</code></pre>
<p>I have tried using different browsers but had no luck. I appreciate every suggestion.</p>
",<javascript><vue.js><npm><axios>,0.0,0,0,0,1,0,0,0,0,1
41552,40805,69486997,1,0,1452141,2.0,4.0,0.0,0.0,2021-10-07T19:44:57.407,-1.0,626.0,Module not found: Can't resolve 'axios',"<p>I get this error.</p>
<pre><code>Failed to compile.

./src/components/DataFetching.js
Module not found: Can't resolve 'axios'
</code></pre>
<p>But when I look in packet.json i get this image</p>
<p><a href=""https://prnt.sc/1v77tyj"" rel=""nofollow noreferrer"">https://prnt.sc/1v77tyj</a></p>
<p>I already tried <code>npm install axios</code> and it didn't work. I look at other questions on stack and it didn't help. What am I doing wrong?</p>
<p>Here are my files.</p>
<p>App.js</p>
<pre><code>import logo from './logo.svg';
import './App.css';
import DataFetching from './components/DataFetching';




function App() {
  return (
    &lt;div className=&quot;App&quot;&gt;
        &lt;DataFetching /&gt;
    &lt;/div&gt;
  );
}

export default App;
</code></pre>
<p>DataFetching.js</p>
<pre><code>import React, {useState, useEffect} from 'react'
import axios from &quot;axios&quot;

function DataFetching() {

    const [posts, setPosts] = useState([])

    useEffect(()=&gt; {
        axios.get(&quot;https://jsonplaceholder.typicode.com/posts&quot;)
        .then(res =&gt;{
            console.log(res)
            setPosts(res.data)
        })
        .catch(err =&gt; {
            console.log(err)
        })
    }, [])

    return (
        &lt;div&gt;
            &lt;ul&gt;
                {
                    posts.map(post =&gt; &lt;li key={post.id}&gt;{post.title}&lt;/li&gt;)
                }
            &lt;/ul&gt;
        &lt;/div&gt;
    )
}

export default DataFetching
</code></pre>
<p>Edit: I made it work and this is how.</p>
<pre><code>npm install -g npm
</code></pre>
",<reactjs><npm><axios>,0.0,0,0,0,0,0,0,0,0,1
41661,40914,69571484,1,0,17150612,1.0,3.0,0.0,0.0,2021-10-14T13:20:24.523,0.0,1976.0,Vulnerabilities when installing axios,"<p>I've just started learning node and react from a course on Udemy (course was uploaded last year - 2020). I understand that the code that the tutor is using may be outdated by the time I'm trying to do the same thing, but I have not received any vulnerabilities installing anything except while trying to install axios. I have installed npm globally, created a react app (create-react-app) and have used express, all of which work properly. Is there something I'm missing while installing axios?</p>
<p>This is the error I'm getting:</p>
<pre><code>npm WARN @babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining@7.15.4 requires a peer of @babel/core@^7.13.0 but none is installed. You must install peer dependencies yourself.
npm WARN tsutils@3.21.0 requires a peer of typescript@&gt;=2.8.0 || &gt;= 3.2.0-dev || &gt;= 3.3.0-dev || &gt;= 3.4.0-dev || &gt;= 3.5.0-dev || &gt;= 3.6.0-dev || &gt;= 3.6.0-beta || &gt;= 3.7.0-dev || &gt;= 3.7.0-beta but none is installed. You must install peer dependencies yourself.
npm WARN optional SKIPPING OPTIONAL DEPENDENCY: fsevents@2.3.2 (node_modules\fsevents):
npm WARN notsup SKIPPING OPTIONAL DEPENDENCY: Unsupported platform for fsevents@2.3.2: wanted {&quot;os&quot;:&quot;darwin&quot;,&quot;arch&quot;:&quot;any&quot;} (current: {&quot;os&quot;:&quot;win32&quot;,&quot;arch&quot;:&quot;x64&quot;})
npm WARN optional SKIPPING OPTIONAL DEPENDENCY: fsevents@1.2.13 (node_modules\watchpack-chokidar2\node_modules\fsevents):
npm WARN notsup SKIPPING OPTIONAL DEPENDENCY: Unsupported platform for fsevents@1.2.13: wanted {&quot;os&quot;:&quot;darwin&quot;,&quot;arch&quot;:&quot;any&quot;} (current: {&quot;os&quot;:&quot;win32&quot;,&quot;arch&quot;:&quot;x64&quot;})
npm WARN optional SKIPPING OPTIONAL DEPENDENCY: fsevents@1.2.13 (node_modules\webpack-dev-server\node_modules\fsevents):
npm WARN notsup SKIPPING OPTIONAL DEPENDENCY: Unsupported platform for fsevents@1.2.13: wanted {&quot;os&quot;:&quot;darwin&quot;,&quot;arch&quot;:&quot;any&quot;} (current: {&quot;os&quot;:&quot;win32&quot;,&quot;arch&quot;:&quot;x64&quot;})

+ axios@0.23.0
updated 1 package and audited 1911 packages in 10.84s

153 packages are looking for funding
  run `npm fund` for details        

found 27 vulnerabilities (8 moderate, 18 high, 1 critical)
  run `npm audit fix` to fix them, or `npm audit` for details
</code></pre>
<p>It said try running <code>npm audit fix</code>, but when I did this, it said I have to fix these manually. Axios does exist in my <em>package.json</em> though.</p>
<pre><code>&quot;dependencies&quot;: {
    &quot;@testing-library/jest-dom&quot;: &quot;^5.14.1&quot;,
    &quot;@testing-library/react&quot;: &quot;^11.2.7&quot;,
    &quot;@testing-library/user-event&quot;: &quot;^12.8.3&quot;,
    &quot;axios&quot;: &quot;^0.23.0&quot;,
    &quot;react&quot;: &quot;^17.0.2&quot;,
    &quot;react-dom&quot;: &quot;^17.0.2&quot;,
    &quot;react-scripts&quot;: &quot;4.0.3&quot;,
    &quot;web-vitals&quot;: &quot;^1.1.2&quot;
  }
</code></pre>
<p>These are only the dependencies. Do I need to fix these vulnerabilities, or will my program just continue to function normally?</p>
",<node.js><reactjs><npm><axios>,0.0,0,0,0,0,0,0,0,0,1
