,Unnamed: 0,QId,QPostTypeId,QAcceptedAnswerId,QOwnerUserId,QAnswerCount,QCommentCount,QFavoriteCount,QCommunityOwnedDate,QCreationDate,QScore,QViewCount,QTitle,QBody,QTags,QStackTrace,Webpack,React,Express
4149,4149,30770065,1,30770778,295189,2.0,0.0,0.0,0.0,2015-06-11T01:27:22.040,-1.0,502.0,404 on api authenticate for node restful,"<p>I am using this tutorial</p>

<p><a href=""https://scotch.io/tutorials/authenticate-a-node-js-api-with-json-web-tokens"" rel=""nofollow"">https://scotch.io/tutorials/authenticate-a-node-js-api-with-json-web-tokens</a></p>

<p>to learn about node with restful authentication. I am getting 404s in the route when I post at this</p>

<pre><code>http://localhost:8090/api/authenticate
</code></pre>

<p>Here is the response that I get</p>

<pre><code>Cannot POST /api/authenticate
</code></pre>

<p>and the console shows 404</p>

<pre><code>POST /api/authenticate 404 2.465 ms - 30
</code></pre>

<p>here is my code</p>

<pre><code>// =======================
// get the packages we need ============
// =======================
var express     = require('express');
var app         = express();
var bodyParser  = require('body-parser');
var morgan      = require('morgan');
var mongoose    = require('mongoose');

var jwt    = require('jsonwebtoken'); // used to create, sign, and verify tokens
var config = require('./config'); // get our config file
var User   = require('./app/models/user'); // get our mongoose model

// =======================
// configuration =========
// =======================
var port = process.env.PORT || 8090; // used to create, sign, and verify tokens
mongoose.connect(config.database); // connect to database
app.set('superSecret', config.secret); // secret variable

// use body parser so we can get info from POST and/or URL parameters
app.use(bodyParser.urlencoded({ extended: false }));
app.use(bodyParser.json());

// use morgan to log requests to the console
app.use(morgan('dev'));

// =======================
// routes ================
// =======================
// basic route
app.get('/', function(req, res) {
    res.send('Hello! The API is at http://localhost:' + port + '/api');
});

app.get('/setup', function(req, res) {
  // create a sample user
  var nick = new User({
    name: 'Nick Cerminara',
    password: 'password',
    admin: true
  });

  // save the sample user
  nick.save(function(err) {
    if (err) throw err;

    console.log('User saved successfully');
    res.json({ success: true });
  });
});


// API ROUTES -------------------

// get an instance of the router for api routes
var apiRoutes = express.Router();

// route to authenticate a user (POST http://localhost:8090/api/authenticate)
apiRoutes.post('/authenticate', function(req, res) {
console.log(req);
  // find the user
  User.findOne({
    name: req.body.name
  }, function(err, user) {

    if (err) throw err;

    if (!user) {
      res.json({ success: false, message: 'Authentication failed. User not found.' });
    } else if (user) {

      // check if password matches
      if (user.password != req.body.password) {

  res.json({ success: false, message: 'Authentication failed. Wrong password.' });
      } else {

        // if user is found and password is right
        // create a token
        var token = jwt.sign(user, app.get('superSecret'), {
          expiresInMinutes: 1440 // expires in 24 hours
        });

        // return the information including token as JSON
        res.json({
          success: true,
          message: 'Enjoy your token!',
          token: token
        });
      }

    }

  });
});


// =======================
// start the server ======
// =======================
app.listen(port);
console.log('Magic happens at http://localhost:' + port);
</code></pre>

<p>what am  I doing wrong? the / and /setup works just fine</p>
",<node.js><express><npm>,0.0,0,0,1
4255,4255,31022819,1,31023891,3248720,2.0,1.0,0.0,0.0,2015-06-24T09:30:06.960,3.0,9464.0,Using connect-livereload in an Express node app,"<p>Following <a href=""http://blog.keithcirkel.co.uk/how-to-use-npm-as-a-build-tool/"" rel=""nofollow"">this</a> great article on how to use npm as a build tool, I would like to implement it when building a nodejs express web app.
My node app is created on port 8080, this is a simplified version of my <code>server.js</code> file:</p>

<pre><code>var env = process.env.NODE_ENV

var path = require('path');
var express = require('express');
var logger = require('morgan');

var routes = require('./routes');

var app = express();

app.set('port', process.env.PORT || 8080);
app.set('views', __dirname + '/views');
app.set('view engine', 'jade');
app.engine('jade', require('jade').__express)

var Oneday = 86400000;
app.use(express.static(__dirname + '/www', {
    maxAge: env == 'development' ? 0 : Oneday
}));

app.use(logger('dev'));

app.use(express.static(path.join(__dirname, '/public'), {
    maxAge: env == 'development' ? 0 : Oneday
}))

if (env == 'development') {
    // var liveReloadPort = 9091;
    app.use(require('connect-livereload')({
        port: 8080
        // src: ""js/""
            // port: liveReloadPort
    }));
}

routes.blog(app);
routes.frontend(app, passport);

app.use(function(err, req, res, next) {
    console.log(err.stack);
    res.status(500).send({
        message: err.message
    })
});

app.listen(app.get('port'));
console.log('Server starting on port: ' + app.get('port'));
</code></pre>

<p>The file that I'm watching before needing to reload is in <code>www/js</code>.
I am using <code>npm</code> as a build tool and before launching <code>server.js</code> with npm I launch a separate process that does <code>watchify source/js/app.js -v -o wwww/js/bundle.js</code>
I did checked that watchify works correctly, updating as I save my files. But there is no livereload once a file is changed.
The error I get in the console is:
<code>Uncaught SyntaxError: Unexpected token &lt;</code>
and I can see that connect-livereload inserted this script in the html:</p>

<pre><code>&lt;script&gt;
//&lt;![CDATA[
document.write('&lt;script src=""//' + (location.hostname || 'localhost') + ':8080/livereload.js?snipver=1""&gt;&lt;\/script&gt;')
//]]&gt;
&lt;/script&gt;
&lt;script src=""//localhost:8080/livereload.js?snipver=1""&gt; &lt;/script&gt;
</code></pre>

<p>I tried also to use <a href=""https://github.com/Raynos/live-reload"" rel=""nofollow"">live-reload</a> as mentionned in the original article but without success and I am not sure it's the right plugin to use as <code>live-reload</code> launches a server, when I already start one with express.
Any ideas?</p>
",<node.js><express><npm><livereload>,0.0,0,0,1
4267,4267,31048197,1,0,5048436,1.0,3.0,0.0,0.0,2015-06-25T10:47:43.607,3.0,3364.0,"Node.js- ""npm install express"" error:0906D06C :PEM routines : PEM_read_bio npm","<p>I have installed node.js and it has npm installed along with it. In my windows command prompt,when i write ""npm install express"", it gives me the following error.How to resolve this?</p>

<blockquote>
  <p>C:\Users>npm -v</p>
  
  <p>2.11.2</p>
  
  <p>C:\Users>npm install express</p>
  
  <p>npm ERR! Windows_NT 6.1.7601</p>
  
  <p>npm ERR! argv ""C:\Program Files\nodejs\\node.exe"" ""C:\Program
  Files\nodejs \node_modules\npm\bin\npm-cli.js"" ""install""
  ""express""</p>
  
  <p>npm ERR! node v0.12.5</p>
  
  <p>npm ERR! npm  v2.11.2</p>
  
  <p>npm ERR! error:0906D06C:PEM routines:PEM_read_bio:no start line</p>
  
  <p>npm ERR!</p>
  
  <p>npm ERR! If you need help, you may report this error at: npm ERR!<br>
  <a href=""https://github.com/npm/npm/issues"" rel=""nofollow"">https://github.com/npm/npm/issues</a></p>
  
  <p>npm ERR! Please include the following file with any support request:
  npm ERR!     C:\Users\npm-debug.log</p>
</blockquote>
",<javascript><node.js><express><cmd><npm>,0.0,0,0,1
4268,4268,31050281,1,31051320,1665598,1.0,1.0,0.0,0.0,2015-06-25T12:23:32.877,0.0,281.0,npm path and installation issues - suggestions,"<p>I have used to install my nodejs on D:\ drive instead of C and have set environment variables to D drive node &amp; npm folders. </p>

<p>Then i changed npm installation path as ""prefix=D:\node\node_modules\npm
"" on ""npmrc"" file. So i could confirm that all user based modules are pointing on D drive npm folder instead of appdata.</p>

<p>I tried to install express js globally and i used to check the package tree on my cli as mentioned below,
npm ll -g</p>

<p>while trying this command am getting npm extraneous ERR,</p>

<p><img src=""https://i.stack.imgur.com/0WZBq.jpg"" alt=""enter image description here""></p>

<p>Please suggest me that which way i have to use npm path and installation stuffs. </p>

<p>Thanks in advance.</p>
",<node.js><express><npm>,0.0,0,0,1
4285,4285,31082075,1,0,5054572,1.0,3.0,0.0,0.0,2015-06-26T21:00:42.473,0.0,202.0,cd express_example && npm install error,"<p>I'm pretty new to the node community and such there are a lot of errors I get that I don't know how to fix. Recently I was trying out a tutorial from  <a href=""http://shapeshed.com/creating-a-basic-site-with-node-and-express/"" rel=""nofollow"">http://shapeshed.com/creating-a-basic-site-with-node-and-express/</a> to learn Node and Express, but I immediately got stuck at the beginning installation part: ""cd express_example &amp;&amp; npm install""</p>

<p><strong>I'm on terminal for mac, and receive this error:
&lt;>-bash: cd: express_example: No such file or directory</strong></p>

<p>I don't understand how you can install something with a cd reference at the beginning, I've searched around for a solution, but no one seems to be encountering this issue. If you could direct me to how to solve it, I would appreciate it.</p>
",<bash><express><npm><installation>,0.0,0,0,1
4364,4364,31231860,1,0,2379736,0.0,3.0,0.0,0.0,2015-07-05T15:18:58.090,0.0,98.0,"""npm install express-react-views"" result in access error","<p>I want to install express-react-views in Ubuntu 14.04 locally(not globally) but the installation results in an access error--it is trying to access global npm folder.</p>

<p>Anything I have done wrongly or express-react-views requires sudo privilege?</p>
",<node.js><express><npm><reactjs>,0.0,0,0,1
4370,4370,31248180,1,0,3791726,1.0,0.0,0.0,0.0,2015-07-06T14:15:14.300,-1.0,34.0,unable to return in node.js from a function,"<p>I have three blocks of code where block one executes first and the result of first block is passed to bloack 2 and then the final result is then passed to the third block which has to send data to the route.
But at the end the return is undefined.</p>

<pre><code>function getUserKey(userRole, callback) {


//keys value is stored and returned
                  var keys = base.menuModel.find({ 'name' : userRole  }, function (err, result) {
                                        if (!err) {
                                            var menu =  JSON.stringify(result);
                                              menu = JSON.parse(menu);
                                              var menuKeys = [];
                                              for(i = 0;i &lt; Object.keys(menu[0].permissions[0]).length;i++) {
                                                    menuKeys.push((Object.keys(menu[0].permissions[0])[i]));
                                                  }
                                                callback(null,menuKeys);                   
                //returns menukeys to be shown
                                          }
                                              else {
                                                return err;
                                              }
                                         });

                }
</code></pre>

<p>n is holding the menu keys </p>

<pre><code>                function userMenuData(n, callback) {
                       var filterResult =  base.globalMenuModel.find({""title"" : { $in : n}},function (err, result) {
                                              if (!err) {
                                                    callback(null,result);        
                                                     } 
                                              else {
                                                  return err;
                                              }
                                             });
                }

                var userMenu = function(userRole,callback) {
                  var userMenuTemp = async.compose(userMenuData, getUserKey);
            var sendData = userRole is passed and the result is obtained
                    userMenuTemp(userRole,function(err,result) {

                      return result; // data success
                    });
            console.log(sendData);  //undefined
            return sendData;
                }
</code></pre>

<p>here i want to pass sendData to route in node.js
but at the console i am getting undefined.
Thanks for any help</p>
",<node.js><asynchronous><express><npm>,0.0,0,0,1
4410,4410,31362021,1,31362109,2387316,3.0,4.0,0.0,0.0,2015-07-11T21:28:01.013,104.0,129384.0,npm start vs node app.js,"<p>I'm extremely new to Node and trying to get my head around app basics. I'm curious as to why these two commands:</p>

<blockquote>
  <p>node app.js</p>
</blockquote>

<p>--vs--</p>

<blockquote>
  <p>npm start</p>
</blockquote>

<p>output the same thing to the console and appear to continue ""listening"", but why when I try to access <a href=""http://localhost:3000"" rel=""noreferrer"">http://localhost:3000</a> I get a 404 only when running the first command.</p>

<p>I see that Express 4 seems to have a different app structure, but why is it that one successfully listens and the other doesn't, despite the same behavior in the console?</p>

<p>Any explanation is helpful. Thanks!</p>
",<javascript><node.js><express><npm>,0.0,0,0,1
4486,4486,31549324,1,0,5140868,0.0,3.0,0.0,0.0,2015-07-21T20:47:53.887,0.0,436.0,npm request module's formData is undefined in POST call to another Server + Express4.x.x,"<pre><code>var form = {              
            widgetReleaseId: req.body.widgetReleaseId,
            version: req.body.version,
            uploadDate: req.body.uploadDate,                
            myfiles : myfiles                       
  };
</code></pre>

<blockquote>
  <p>Below is npm request.</p>
</blockquote>

<pre><code>    request.post(
            {
                url:target_url+'widget-releases/',
                formData:form
            }, function optionalCallback(err, httpResponse, body) {

                console.log('body'+body)
                if (err) {
                    console.log(err)
                }

                del(['uploads/'+req.session.loginuser+'**/*'], function (err, paths) {
                    console.log('Deleted files/folders:\n', paths.join('\n'));
                });
                res.redirect('/admin-ui/widget-release/add');   
            });
</code></pre>

<blockquote>
  <p>Api exposed 'Post' on another nodejs Server. .Error is coming while reading the files from folder which supposed to be created using multer. Since req.body.widgetReleaseId is 'undefined' ,it is not creating the folder to copy the files</p>
</blockquote>

<pre><code>router.post('/',multer({
dest: './public/api/downloads/',

changeDest: function(dest, req, res) {


    dest += req.body.widgetReleaseId;

    var stat = null;
    try {
        stat = fs.statSync(dest);
    } catch (err) {
        mkdirp.sync(dest);
    }
    if (stat &amp;&amp; !stat.isDirectory()) {
        throw new Error('Directory cannot be created because an inode of a different type exists at ""' + dest + '""');
    }
    return dest;
},
rename: function(fieldname, filename, req,res){
    return filename.replace(/\W+/g, '-');
},
onFileUploadStart: function (file, req, res) {
    console.log(file.fieldname + ' is starting ...')
},
onFileUploadComplete: function (file, req, res) {
    console.log(file.fieldname + ' uploaded to  ' + file.path)
}   ,
onError: function (error, next) {
    console.log(error)
    next(error)
}
}), function(req,res) {
 //code goes here..
     fs.readdir('./public/api/downloads/'+req.body.widgetReleaseId,function(err,files ){
....
});
</code></pre>

<p>Body-parser settings are correct and before any routing. It was working few days back but now getting Error: ENOENT error as there is no data coming in with formData to nodejs server. Any Clue? I had cleaned the cache and update the project as well.</p>
",<node.js><express><multipartform-data><npm-request>,0.0,0,0,1
4508,4508,31592726,1,31867456,3355603,18.0,0.0,0.0,0.0,2015-07-23T16:11:22.817,86.0,107629.0,How to store a file with file extension with multer?,"<p>Managed to store my files in a folder but they store without the file extension.</p>

<p>Does any one know how would I store the file with file extension?</p>
",<node.js><express><npm><multer>,0.0,0,0,1
4547,4547,31659611,1,31660248,2821490,1.0,0.0,0.0,0.0,2015-07-27T17:34:00.093,0.0,596.0,NPM Link Vs. requiring using path,"<p><a href=""https://docs.npmjs.com/cli/link"" rel=""nofollow"">NPM link</a> seems cool, but what are the differences between NPM link and requiring the module by giving the path? Could you please elaborate the advantageous of each?</p>

<p>When you use npm link you can require it like:</p>

<pre><code>var foo = require(""foo"");
</code></pre>

<p>but if you use the path, you require it like:</p>

<pre><code>var foo = require(""./lib/foo"");
</code></pre>

<p>Thanks</p>
",<node.js><express><npm>,0.0,0,0,1
4571,4571,31729666,1,31730133,4126649,1.0,0.0,0.0,0.0,2015-07-30T16:50:31.887,2.0,2146.0,How to do a manual install of Node js package dependencies,"<p>I am rather new to Node but am working on a project behind a very restrictive firewall so I cannot use npm to install packages (no proxy either). I am trying to use express and have been able to include it by just storing the files locally and requiring the local file path but I do not know how to structure the project so that node can find and include all of the dependencies for express (which I also have manually downloaded from github and stored locally within the project). Does anyone know how to do a completely manual global or local install of individual node dependency packages?</p>
",<node.js><express><npm><installation>,0.0,0,0,1
4612,4612,31822615,1,31822639,5000070,1.0,1.0,0.0,0.0,2015-08-05T02:49:10.007,0.0,102.0,"Why do i have to put ""-g"" on npm install command?","<p>I am new to node.js, everything is running fine right now for me, but i am interested in something, on all tutorials i have seen, it is simple to install packages, for example, when they install express, they write:</p>

<pre><code>npm install express
</code></pre>

<p>but in my console, i have to write</p>

<pre><code>npm install express -g
</code></pre>

<p>The first one gives me error while trying to install the package. Is this caused  because i have installed windows and i use command prompt?</p>
",<express><npm>,0.0,0,0,1
4677,4677,31976722,1,31976870,4951010,34.0,1.0,0.0,0.0,2015-08-12T22:51:54.790,432.0,1423112.0,Start script missing error when running npm start,"<p>I'm receiving this error when trying to debug my node application using the <code>npm start</code> command.</p>
Error:
<pre class=""lang-none prettyprint-override""><code>npm ERR! Windows_NT 6.3.9600
npm ERR! argv &quot;C:\\Program Files\\nodejs\\\\node.exe&quot; &quot;C:\\Program Files\\nodejs\\node_modules\\npm\\bin\\npm-cli.js&quot; &quot;start&quot;
npm ERR! node v0.12.7
npm ERR! npm  v2.11.3

npm ERR! missing script: start
npm ERR!
npm ERR! If you need help, you may report this error at:
npm ERR!     &lt;https://github.com/npm/npm/issues&gt;npm ERR! Please include the following file with any support request:
npm ERR!     C:\Users\andrmoll.NORTHAMERICA\Documents\GitHub\SVIChallenge\npm-debug.log
</code></pre>
From the debug file:
<pre class=""lang-none prettyprint-override""><code>Error: missing script: start
       at run (C:\Program Files\nodejs\node_modules\npm\lib\run-script.js:142:19)
       at C:\Program Files\nodejs\node_modules\npm\lib\run-script.js:58:5
       at C:\Program Files\nodejs\node_modules\npm\node_modules\read-package-json\read-json.js:345:5
       at checkBinReferences_ (C:\Program Files\nodejs\node_modules\npm\node_modules\read-package-json\read-json.js:309:45)
       at final (C:\Program Files\nodejs\node_modules\npm\node_modules\read-package-json\read-json.js:343:3)
       at then (C:\Program Files\nodejs\node_modules\npm\node_modules\read-package-json\read-json.js:113:5)
       at C:\Program Files\nodejs\node_modules\npm\node_modules\read-package-json\read-json.js:300:12
       at evalmachine.&lt;anonymous&gt;:334:14
       at C:\Program Files\nodejs\node_modules\npm\node_modules\graceful-fs\graceful-fs.js:102:5
       at FSReqWrap.oncomplete (evalmachine.&lt;anonymous&gt;:95:15)
</code></pre>
",<javascript><node.js><express><package.json><npm-scripts>,1.0,0,0,1
4703,4703,32040987,1,0,3989656,0.0,2.0,0.0,0.0,2015-08-16T23:36:23.343,2.0,1800.0,Cannot find module 'destroy',"<p>I am using ""yo angular-fullstac"" and getting below error when running ""grunt server"" or ""grunt serve --force"" command. Any idea why this happens? How to fix it?</p>

<pre><code>Running ""autoprefixer:dist"" (autoprefixer) task
File .tmp/app/app.css created.
File .tmp/app/app.css.map created (source map).

Running ""express:dev"" (express) task
Starting background Express server
Debugger listening on port 5858
module.js:338
throw err;
      ^
Error: Cannot find module 'destroy'
at Function.Module._resolveFilename (module.js:336:15)
at Function.Module._load (module.js:278:25)
at Module.require (module.js:365:17)
at require (module.js:384:17)
at Object.&lt;anonymous&gt; (D:\Projects\NEWMM\node_modules\express\node_modules\s
end\index.js:8:15)
at Module._compile (module.js:460:26)
at Object.Module._extensions..js (module.js:478:10)
at Module.load (module.js:355:32)
    at Function.Module._load (module.js:310:12)
at Module.require (module.js:365:17)

Running ""wait"" task
&gt;&gt; Waiting for server reload...
Done waiting!

Running ""open:server"" (open) task

Running ""watch"" task
Waiting...
</code></pre>
",<angularjs><node.js><express><npm><yo>,1.0,0,0,1
4718,4718,32081864,1,32082929,419425,1.0,1.0,0.0,0.0,2015-08-18T20:17:38.463,1.0,5220.0,How to add `jquery` to express app,"<p>I just played around with a hello-world-chat <code>express</code> app (<a href=""http://socket.io/get-started/chat/"" rel=""nofollow"">here</a>). And I noticed the following in the index.html</p>

<pre><code>&lt;script src=""/socket.io/socket.io.js""&gt;&lt;/script&gt;
</code></pre>

<p>I had installed </p>

<pre><code>npm install --save socket.io
</code></pre>

<p>How does express know where it is, because there is no file like</p>

<pre><code>/node_modules/socket.io/socket.io.js
</code></pre>

<p>For example, I would like to do the same with jquery</p>

<pre><code>$&gt; npm install --save jquery

&lt;script src=""/jquery/jquery.js""&gt;&lt;/script&gt;
</code></pre>

<p>However, this doesn't work :(</p>

<p>Can someone explain to me how this works ? And if possible how I can fix this for <code>jquery</code>.</p>
",<node.js><express><socket.io><npm>,0.0,0,0,1
4774,4774,32244301,1,32261195,1347170,1.0,3.0,0.0,0.0,2015-08-27T08:27:26.427,0.0,403.0,Creating a global npm package,"<p>I found this article that talks about creating global packages: <a href=""https://bretkikehara.wordpress.com/2013/05/02/nodejs-creating-your-first-global-module/"" rel=""nofollow"">https://bretkikehara.wordpress.com/2013/05/02/nodejs-creating-your-first-global-module/</a></p>

<p>So I've got a bin value declared in my <code>package.json</code> like this:</p>

<pre><code>""bin"": {
    ""my-server"": ""./bin/start-server.js""
  }
</code></pre>

<p>And in <code>start-server.js</code> I have a reference to <code>../server.js</code> which is what I run to start my express server up. After I do an <code>npm install -g</code> in my project folder and run <code>my-server</code>it works just fine, however when I navigate out of the project folder and run <code>my-server</code> the server seems to start, but none of my stylesheets or client-side javascript includes are showing up.</p>

<p>In my <code>server.js</code> file I'm defining these paths like this:</p>

<pre><code>app.set('views', path.join(__dirname, '/public'));
app.set('view engine', 'ejs');
app.use(express.static('public'));
</code></pre>

<p>Is there a different way I should be setting this up so that no matter where someone calls <code>my-server</code> from it has the correct path to the stylesheets?</p>
",<node.js><express><npm>,0.0,0,0,1
4825,4825,32397151,1,0,4174195,1.0,0.0,0.0,0.0,2015-09-04T11:37:23.640,1.0,799.0,Running npm start keeps the process running on the current port regardless of ending it,"<p>I have my application running an a port:</p>

<pre><code>var port = normalizePort(process.env.PORT || '9999');
app.set('port', port);
</code></pre>

<p>For simplicity sake, I've just ran Express in a directory and created a brand new express application.</p>

<p>Issue: I run <code>npm start</code> to start my application. It runs fine, i've not got a gulp task setup. So I press <code>ctrl</code> + <code>c</code> to cancel, make my changes and run <code>npm start</code> again.</p>

<p>I then get an error like this:</p>

<pre><code>Port 9999 is already in use

npm ERR! Darwin 14.5.0
npm ERR! argv ""node"" ""/usr/local/bin/npm"" ""start""
npm ERR! node v0.12.7
npm ERR! npm  v2.11.3
npm ERR! code ELIFECYCLE
npm ERR! example_test@0.0.0 start: `node ./bin/www`
npm ERR! Exit status 1
</code></pre>

<p>So my process is still running on port 9999, how do I kill the process without needing to find the process and kill it every time. Isn't there a way I can cancel the process and it kills it at the same time?</p>

<p>Thanks!</p>
",<node.js><express><npm>,0.0,0,0,1
4863,4863,32480745,1,0,0,3.0,1.0,0.0,0.0,2015-09-09T13:21:34.413,1.0,342.0,Getting error while installing express-generator on ubuntu,"<p>I am getting error while installing express-generator</p>

<pre><code>sudo npm install -g express-generator
npm http GET https://registry.npmjs.org/express-generator
npm http 304 https://registry.npmjs.org/express-generator
npm http GET https://registry.npmjs.org/commander/2.7.1
npm http GET https://registry.npmjs.org/mkdirp/0.5.1
npm http GET https://registry.npmjs.org/sorted-object/1.0.0
npm http 304 https://registry.npmjs.org/commander/2.7.1
npm http 304 https://registry.npmjs.org/mkdirp/0.5.1
npm http 304 https://registry.npmjs.org/sorted-object/1.0.0
npm http GET https://registry.npmjs.org/graceful-readlink
npm http GET https://registry.npmjs.org/minimist/0.0.8
npm http 304 https://registry.npmjs.org/graceful-readlink
npm http 304 https://registry.npmjs.org/minimist/0.0.8
/usr/local/bin/express -&gt; /usr/local/lib/node_modules/express-generator/bin/express
express-generator@4.13.1 /usr/local/lib/node_modules/express-generator
├── sorted-object@1.0.0
├── commander@2.7.1 (graceful-readlink@1.0.1)
└── mkdirp@0.5.1 (minimist@0.0.8)
</code></pre>

<p>I think this is why I can not use express command on terminal.</p>

<p>it is giving me below error while running command  </p>

<pre><code>$ express -h 
bash: /usr/bin/express: No such file or directory
</code></pre>

<p>I am using ubuntu 14.04. </p>

<p>can anyone shade light on this? why i am getting 304?</p>
",<node.js><express><npm>,0.0,0,0,1
5018,5018,32772292,1,32774369,4897352,4.0,5.0,0.0,0.0,2015-09-24T23:01:17.890,8.0,34783.0,Starting Express.js Using app.js or 'npm start'?,"<p>I've recently installed Node.js on a local server and when I create a 'server.js' file (adding a server using the .createServer() method), it loads fine.</p>

<p>However after installing Express.js, the default files are as follows:</p>

<pre><code>/bin
/node_modules
/public
/routes
/views
app.js
package.json
</code></pre>

<p>After following some documentation, I am instructed to go to Terminal and enter the following command:</p>

<pre><code>node app.js
</code></pre>

<p>To which nothing happens, the command line refreshes to the next line in less than a second, and opening a browser after visiting the proper IP and port, to no avail.</p>

<p>Below is the code inside of the app.js file:</p>

<pre><code>var express = require('express');
var path = require('path');
var favicon = require('serve-favicon');
var logger = require('morgan');
var cookieParser = require('cookie-parser');
var bodyParser = require('body-parser');

var routes = require('./routes/index');
var users = require('./routes/users');

var app = express();

// view engine setup
app.set('views', path.join(__dirname, 'views'));
app.set('view engine', 'jade');

// uncomment after placing your favicon in /public
//app.use(favicon(path.join(__dirname, 'public', 'favicon.ico')));
app.use(logger('dev'));
app.use(bodyParser.json());
app.use(bodyParser.urlencoded({ extended: false }));
app.use(cookieParser());
app.use(express.static(path.join(__dirname, 'public')));

app.use('/', routes);
app.use('/users', users);

// catch 404 and forward to error handler
app.use(function(req, res, next) {
  var err = new Error('Not Found');
  err.status = 404;
  next(err);
});

// error handlers

// development error handler
// will print stacktrace
if (app.get('env') === 'development') {
  app.use(function(err, req, res, next) {
    res.status(err.status || 500);
    res.render('error', {
      message: err.message,
      error: err
    });
  });
}

// production error handler
// no stacktraces leaked to user
app.use(function(err, req, res, next) {
  res.status(err.status || 500);
  res.render('error', {
        message: err.message,
        error: {}
      });
    });

module.exports = app;
</code></pre>

<p>I understand that the actual 'express' module that is being required in the beginning of the file is where the magic happens, however, when I run the command line:</p>

<pre><code>node app.js
</code></pre>

<p>Nothing happens. However, if I call the following line:</p>

<pre><code>npm start
</code></pre>

<p>Everything appears to be okay. I would like to follow the documentation as is, any reason why the app.js wouldn't be working?</p>

<p>Thank you.</p>

<p>UPDATE: My question was too similar to another one already posted, so I must clarify exactly how they were different. In the other question, a person was questioning a code number they received while running the Supervisor command on the default 'app.js' file.</p>

<p>While similar in nature, this question should remain, as those who are confused by using my same approach will focus on the identity of the actual 'app.js' file by using 'node app.js' without having full knowledge of the Supervisor utility.</p>

<p>Regards.</p>
",<node.js><express><npm>,0.0,0,0,1
5054,5054,32844980,1,32845300,5014456,1.0,0.0,0.0,0.0,2015-09-29T13:14:25.913,0.0,206.0,npm start is throwing the following error on windows,"<p>Hello I use Windows 10 and recently installed mean. However when i start npm using npm start command, i get the following error. I even installed express.</p>

<pre><code>C:\&gt;npm start
npm ERR! Windows_NT 6.3.9600
npm ERR! argv ""C:\\Program Files\\nodejs\\\\node.exe"" ""C:\\ProgramFiles\\nodejs\\node_modules\\npm\\bin\\npm-cli.js"" ""start""
npm ERR! node v0.12.7
npm ERR! npm  v2.11.3
npm ERR! path C:\package.json
npm ERR! code ENOENT
npm ERR! errno -4058

npm ERR! enoent ENOENT, open 'C:\package.json'
npm ERR! enoent This is most likely not a problem with npm itself
npm ERR! enoent and is related to npm not being able to find a file.
npm ERR! enoent

npm ERR! Please include the following file with any support request:
npm ERR!     C:\npm-debug.log
</code></pre>
",<angularjs><node.js><express><npm><mean>,0.0,0,0,1
